Gene	mRNA	KEGG
SoyZH13_13G119800	SoyZH13_13G119800.m10	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m11	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m12	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m13	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m14	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m15	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m16	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m17	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m18	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m19	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m2	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m20	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m21	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m22	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m23	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m24	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m25	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m26	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m27	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m28	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m29	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m3	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m30	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m31	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m32	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m33	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m34	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m4	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m5	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m6	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m7	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m8	KEGG:R03876
SoyZH13_13G119800	SoyZH13_13G119800.m9	KEGG:R03876
SoyZH13_13G120500	SoyZH13_13G120500.m1	KEGG:R03876
SoyZH13_13G120500	SoyZH13_13G120500.m2	KEGG:R03876
SoyZH13_13G121400	SoyZH13_13G121400.m1	KEGG:R00451
SoyZH13_13G121400	SoyZH13_13G121400.m2	KEGG:R00451
SoyZH13_13G121400	SoyZH13_13G121400.m3	KEGG:R00451
SoyZH13_13G121400	SoyZH13_13G121400.m4	KEGG:R00451
SoyZH13_13G121400	SoyZH13_13G121400.m5	KEGG:R00451
SoyZH13_13G121400	SoyZH13_13G121400.m6	KEGG:R00451
SoyZH13_13G121400	SoyZH13_13G121400.m7	KEGG:R00451
SoyZH13_13G121400	SoyZH13_13G121400.m8	KEGG:R00451
SoyZH13_13G126900	SoyZH13_13G126900.m1	KEGG:R01015
SoyZH13_13G127400	SoyZH13_13G127400.m1	KEGG:R03469
SoyZH13_13G127400	SoyZH13_13G127400.m2	KEGG:R03469
SoyZH13_13G127400	SoyZH13_13G127400.m3	KEGG:R03469
SoyZH13_13G127400	SoyZH13_13G127400.m4	KEGG:R03469
SoyZH13_13G134703	SoyZH13_13G134703.m1	KEGG:R07500
SoyZH13_13G135300	SoyZH13_13G135300.m1	KEGG:R09656;KEGG:R09658
SoyZH13_13G136500	SoyZH13_13G136500.m1	KEGG:R04640
SoyZH13_13G136500	SoyZH13_13G136500.m2	KEGG:R04640
SoyZH13_13G137900	SoyZH13_13G137900.m1	KEGG:R06946
SoyZH13_13G141500	SoyZH13_13G141500.m1	KEGG:R03876
SoyZH13_13G145200	SoyZH13_13G145200.m1	KEGG:R02691
SoyZH13_13G145200	SoyZH13_13G145200.m2	KEGG:R02691
SoyZH13_13G145300	SoyZH13_13G145300.m1	KEGG:R00004
SoyZH13_13G145700	SoyZH13_13G145700.m1	KEGG:R00138
SoyZH13_13G145700	SoyZH13_13G145700.m2	KEGG:R00138
SoyZH13_13G149200	SoyZH13_13G149200.m1	KEGG:R03532
SoyZH13_13G150900	SoyZH13_13G150900.m1	KEGG:R00519
SoyZH13_13G150900	SoyZH13_13G150900.m2	KEGG:R00519
SoyZH13_13G151300	SoyZH13_13G151300.m1	KEGG:R01856
SoyZH13_13G153600	SoyZH13_13G153600.m1	KEGG:R03877
SoyZH13_13G153600	SoyZH13_13G153600.m2	KEGG:R03877
SoyZH13_13G153700	SoyZH13_13G153700.m1	KEGG:R00227
SoyZH13_13G154100	SoyZH13_13G154100.m1	KEGG:R03532
SoyZH13_13G161000	SoyZH13_13G161000.m1	KEGG:R03876
SoyZH13_13G161300	SoyZH13_13G161300.m1	KEGG:R03876
SoyZH13_13G162200	SoyZH13_13G162200.m1	KEGG:R03876
SoyZH13_13G162200	SoyZH13_13G162200.m2	KEGG:R03876
SoyZH13_13G162200	SoyZH13_13G162200.m3	KEGG:R03876
SoyZH13_13G164900	SoyZH13_13G164900.m1	KEGG:R05092
SoyZH13_13G165100	SoyZH13_13G165100.m1	KEGG:R00630
SoyZH13_13G166600	SoyZH13_13G166600.m1	KEGG:R04404
SoyZH13_13G166600	SoyZH13_13G166600.m2	KEGG:R04404
SoyZH13_13G166900	SoyZH13_13G166900.m1	KEGG:R00630
SoyZH13_13G166901	SoyZH13_13G166901.m1	KEGG:R03401
SoyZH13_13G170000	SoyZH13_13G170000.m1	KEGG:R00630
SoyZH13_13G170100	SoyZH13_13G170100.m1	KEGG:R01021;KEGG:R01468
SoyZH13_13G173801	SoyZH13_13G173801.m1	KEGG:R03876
SoyZH13_13G173801	SoyZH13_13G173801.m2	KEGG:R03876
SoyZH13_13G173802	SoyZH13_13G173802.m1	KEGG:R03876
SoyZH13_13G173802	SoyZH13_13G173802.m2	KEGG:R03876
SoyZH13_13G173802	SoyZH13_13G173802.m3	KEGG:R03876
SoyZH13_13G173802	SoyZH13_13G173802.m4	KEGG:R03876
SoyZH13_13G174303	SoyZH13_13G174303.m1	KEGG:R03532
SoyZH13_13G175000	SoyZH13_13G175000.m1	KEGG:R07359
SoyZH13_13G175100	SoyZH13_13G175100.m1	KEGG:R07359
SoyZH13_13G175100	SoyZH13_13G175100.m2	KEGG:R07359
SoyZH13_13G175200	SoyZH13_13G175200.m1	KEGG:R03469
SoyZH13_13G175200	SoyZH13_13G175200.m2	KEGG:R03469
SoyZH13_13G177000	SoyZH13_13G177000.m1	KEGG:R00965
SoyZH13_13G177000	SoyZH13_13G177000.m2	KEGG:R00965
SoyZH13_13G177000	SoyZH13_13G177000.m3	KEGG:R00965
SoyZH13_13G177100	SoyZH13_13G177100.m1	KEGG:R03876
SoyZH13_13G177100	SoyZH13_13G177100.m2	KEGG:R03876
SoyZH13_13G177100	SoyZH13_13G177100.m3	KEGG:R03876
SoyZH13_13G177100	SoyZH13_13G177100.m4	KEGG:R03876
SoyZH13_13G177100	SoyZH13_13G177100.m5	KEGG:R03876
SoyZH13_13G178100	SoyZH13_13G178100.m1	KEGG:R03532
SoyZH13_13G181400	SoyZH13_13G181400.m1	KEGG:R03876
SoyZH13_13G181400	SoyZH13_13G181400.m2	KEGG:R03876
SoyZH13_13G181400	SoyZH13_13G181400.m3	KEGG:R03876
SoyZH13_13G182100	SoyZH13_13G182100.m1	KEGG:R03876
SoyZH13_13G184700	SoyZH13_13G184700.m1	KEGG:R03876
SoyZH13_13G184700	SoyZH13_13G184700.m2	KEGG:R03876
SoyZH13_13G184701	SoyZH13_13G184701.m1	KEGG:R03532
SoyZH13_13G185100	SoyZH13_13G185100.m1	KEGG:R02978
SoyZH13_13G185100	SoyZH13_13G185100.m2	KEGG:R02978
SoyZH13_13G185100	SoyZH13_13G185100.m3	KEGG:R02978
SoyZH13_13G186500	SoyZH13_13G186500.m1	KEGG:R03876
SoyZH13_13G186500	SoyZH13_13G186500.m2	KEGG:R03876
SoyZH13_13G186500	SoyZH13_13G186500.m3	KEGG:R03876
SoyZH13_13G187100	SoyZH13_13G187100.m1	KEGG:R04038
SoyZH13_13G187100	SoyZH13_13G187100.m2	KEGG:R04038
SoyZH13_13G187100	SoyZH13_13G187100.m3	KEGG:R04038
SoyZH13_13G188400	SoyZH13_13G188400.m1	KEGG:R00162
SoyZH13_13G188400	SoyZH13_13G188400.m2	KEGG:R00162
SoyZH13_13G188400	SoyZH13_13G188400.m3	KEGG:R00162
SoyZH13_13G188900	SoyZH13_13G188900.m1	KEGG:R00253
SoyZH13_13G188900	SoyZH13_13G188900.m2	KEGG:R00253
SoyZH13_13G188900	SoyZH13_13G188900.m3	KEGG:R00253
SoyZH13_13G189700	SoyZH13_13G189700.m1	KEGG:R00178
SoyZH13_13G190000	SoyZH13_13G190000.m1	KEGG:R07607
SoyZH13_13G190700	SoyZH13_13G190700.m1	KEGG:R03219
SoyZH13_13G191500	SoyZH13_13G191500.m1	KEGG:R05636;KEGG:ko00730
SoyZH13_13G193800	SoyZH13_13G193800.m1	KEGG:R03876
SoyZH13_13G193800	SoyZH13_13G193800.m2	KEGG:R03876
SoyZH13_13G196000	SoyZH13_13G196000.m1	KEGG:R05982
SoyZH13_13G196000	SoyZH13_13G196000.m2	KEGG:R05982
SoyZH13_13G197100	SoyZH13_13G197100.m1	KEGG:R03876
SoyZH13_13G197100	SoyZH13_13G197100.m2	KEGG:R03876
SoyZH13_13G199000	SoyZH13_13G199000.m1	KEGG:R03876
SoyZH13_13G201700	SoyZH13_13G201700.m1	KEGG:R00630;KEGG:R09656;KEGG:R09658
SoyZH13_13G201700	SoyZH13_13G201700.m2	KEGG:R00630;KEGG:R09656;KEGG:R09658
SoyZH13_13G203500	SoyZH13_13G203500.m1	KEGG:R10089
SoyZH13_13G204300	SoyZH13_13G204300.m1	KEGG:R03876
SoyZH13_13G207100	SoyZH13_13G207100.m1	KEGG:R00893
SoyZH13_13G209700	SoyZH13_13G209700.m1	KEGG:R00630
SoyZH13_13G210000	SoyZH13_13G210000.m1	KEGG:R02381
SoyZH13_13G210100	SoyZH13_13G210100.m1	KEGG:R02381
SoyZH13_13G210100	SoyZH13_13G210100.m2	KEGG:R02381
SoyZH13_13G210100	SoyZH13_13G210100.m3	KEGG:R02381
SoyZH13_13G210100	SoyZH13_13G210100.m4	KEGG:R02381
SoyZH13_13G210101	SoyZH13_13G210101.m1	KEGG:R02381;KEGG:R09656;KEGG:R09658
SoyZH13_13G210300	SoyZH13_13G210300.m1	KEGG:R02381
SoyZH13_13G210700	SoyZH13_13G210700.m1	KEGG:R06307
SoyZH13_13G210800	SoyZH13_13G210800.m1	KEGG:R03877
SoyZH13_13G210801	SoyZH13_13G210801.m1	KEGG:R00227
SoyZH13_13G210801	SoyZH13_13G210801.m2	KEGG:R00227
SoyZH13_13G210802	SoyZH13_13G210802.m1	KEGG:R00227
SoyZH13_13G211700	SoyZH13_13G211700.m1	KEGG:R00630
SoyZH13_13G212200	SoyZH13_13G212200.m1	KEGG:R04734
SoyZH13_13G217400	SoyZH13_13G217400.m1	KEGG:R03876
SoyZH13_13G217400	SoyZH13_13G217400.m2	KEGG:R03876
SoyZH13_13G217400	SoyZH13_13G217400.m3	KEGG:R03876
SoyZH13_13G217600	SoyZH13_13G217600.m1	KEGG:R04167
SoyZH13_13G217600	SoyZH13_13G217600.m2	KEGG:R04167
SoyZH13_13G217700	SoyZH13_13G217700.m1	KEGG:R03876
SoyZH13_13G217700	SoyZH13_13G217700.m2	KEGG:R03876
SoyZH13_13G218900	SoyZH13_13G218900.m1	KEGG:R03876
SoyZH13_13G218900	SoyZH13_13G218900.m2	KEGG:R03876
SoyZH13_13G218900	SoyZH13_13G218900.m3	KEGG:R03876
SoyZH13_13G218900	SoyZH13_13G218900.m4	KEGG:R03876
SoyZH13_13G218900	SoyZH13_13G218900.m5	KEGG:R03876
SoyZH13_13G218900	SoyZH13_13G218900.m6	KEGG:R03876
SoyZH13_13G223500	SoyZH13_13G223500.m1	KEGG:R00104
SoyZH13_13G223500	SoyZH13_13G223500.m2	KEGG:R00104
SoyZH13_13G225100	SoyZH13_13G225100.m1	KEGG:R03876
SoyZH13_13G226700	SoyZH13_13G226700.m1	KEGG:R03876
SoyZH13_13G226800	SoyZH13_13G226800.m1	KEGG:R07359
SoyZH13_13G226900	SoyZH13_13G226900.m1	KEGG:R07359
SoyZH13_13G227700	SoyZH13_13G227700.m1	KEGG:R07631
SoyZH13_13G227700	SoyZH13_13G227700.m2	KEGG:R07631;KEGG:R08199
SoyZH13_13G228100	SoyZH13_13G228100.m1	KEGG:R00217
SoyZH13_13G228100	SoyZH13_13G228100.m2	KEGG:R00217
SoyZH13_13G228100	SoyZH13_13G228100.m3	KEGG:R00217
SoyZH13_13G228100	SoyZH13_13G228100.m4	KEGG:R00217
SoyZH13_13G230400	SoyZH13_13G230400.m1	KEGG:R02874
SoyZH13_13G230900	SoyZH13_13G230900.m1	KEGG:R00004
SoyZH13_13G231100	SoyZH13_13G231100.m1	KEGG:R07607
SoyZH13_13G231200	SoyZH13_13G231200.m1	KEGG:R03876
SoyZH13_13G231200	SoyZH13_13G231200.m2	KEGG:R03876
SoyZH13_13G231200	SoyZH13_13G231200.m3	KEGG:R03876
SoyZH13_13G231200	SoyZH13_13G231200.m4	KEGG:R03876
SoyZH13_13G232700	SoyZH13_13G232700.m1	KEGG:R03918
SoyZH13_13G232700	SoyZH13_13G232700.m2	KEGG:R03918
SoyZH13_13G232700	SoyZH13_13G232700.m3	KEGG:R03918
SoyZH13_13G235800	SoyZH13_13G235800.m1	KEGG:R03876
SoyZH13_13G235800	SoyZH13_13G235800.m2	KEGG:R03876
SoyZH13_13G235800	SoyZH13_13G235800.m3	KEGG:R03876
SoyZH13_13G235800	SoyZH13_13G235800.m4	KEGG:R03876
SoyZH13_13G235800	SoyZH13_13G235800.m5	KEGG:R03876
SoyZH13_13G235800	SoyZH13_13G235800.m6	KEGG:R03876
SoyZH13_13G235800	SoyZH13_13G235800.m7	KEGG:R03876
SoyZH13_13G238600	SoyZH13_13G238600.m1	KEGG:R09250;KEGG:R09251
SoyZH13_13G239700	SoyZH13_13G239700.m1	KEGG:R01721
SoyZH13_13G239700	SoyZH13_13G239700.m2	KEGG:R01721
SoyZH13_13G240000	SoyZH13_13G240000.m1	KEGG:R00162
SoyZH13_13G240000	SoyZH13_13G240000.m2	KEGG:R00162
SoyZH13_13G240000	SoyZH13_13G240000.m3	KEGG:R00162
SoyZH13_13G240000	SoyZH13_13G240000.m4	KEGG:R00162
SoyZH13_13G240700	SoyZH13_13G240700.m1	KEGG:R01366
SoyZH13_13G241100	SoyZH13_13G241100.m1	KEGG:R00293;KEGG:R06513
SoyZH13_13G241100	SoyZH13_13G241100.m2	KEGG:R00293;KEGG:R06513
SoyZH13_13G241100	SoyZH13_13G241100.m3	KEGG:R00293;KEGG:R06513
SoyZH13_13G241300	SoyZH13_13G241300.m1	KEGG:R00104
SoyZH13_13G246300	SoyZH13_13G246300.m1	KEGG:R00345
SoyZH13_13G246300	SoyZH13_13G246300.m2	KEGG:R00345
SoyZH13_13G246300	SoyZH13_13G246300.m3	KEGG:R00345
SoyZH13_13G246300	SoyZH13_13G246300.m4	KEGG:R00345
SoyZH13_13G246400	SoyZH13_13G246400.m1	KEGG:R06259;KEGG:R06261
SoyZH13_13G246400	SoyZH13_13G246400.m2	KEGG:R06259;KEGG:R06261
SoyZH13_13G246400	SoyZH13_13G246400.m3	KEGG:R06259;KEGG:R06261
SoyZH13_13G246700	SoyZH13_13G246700.m1	KEGG:R03876
SoyZH13_13G248600	SoyZH13_13G248600.m1	KEGG:R03876
SoyZH13_13G250100	SoyZH13_13G250100.m1	KEGG:R01090;KEGG:R01214;KEGG:R02199
SoyZH13_13G251500	SoyZH13_13G251500.m1	KEGG:R07392;KEGG:R07394
SoyZH13_13G252700	SoyZH13_13G252700.m1	KEGG:R03876
SoyZH13_13G252700	SoyZH13_13G252700.m2	KEGG:R03876
SoyZH13_13G252700	SoyZH13_13G252700.m3	KEGG:R03876
SoyZH13_13G252700	SoyZH13_13G252700.m4	KEGG:R03876
SoyZH13_13G252700	SoyZH13_13G252700.m5	KEGG:R03876
SoyZH13_13G259600	SoyZH13_13G259600.m1	KEGG:R07359
SoyZH13_13G259600	SoyZH13_13G259600.m2	KEGG:R05399;KEGG:R07359
SoyZH13_13G264802	SoyZH13_13G264802.m1	KEGG:R03532
SoyZH13_13G265000	SoyZH13_13G265000.m1	KEGG:R00893
SoyZH13_13G265000	SoyZH13_13G265000.m2	KEGG:R00893
SoyZH13_13G265000	SoyZH13_13G265000.m3	KEGG:R00893
SoyZH13_13G265000	SoyZH13_13G265000.m4	KEGG:R00893
SoyZH13_13G265000	SoyZH13_13G265000.m5	KEGG:R00893
SoyZH13_13G265000	SoyZH13_13G265000.m6	KEGG:R00893
SoyZH13_13G265000	SoyZH13_13G265000.m7	KEGG:R00893
SoyZH13_13G265700	SoyZH13_13G265700.m1	KEGG:R00345
SoyZH13_13G266000	SoyZH13_13G266000.m1	KEGG:R00549
SoyZH13_13G269900	SoyZH13_13G269900.m1	KEGG:R07277
SoyZH13_13G272200	SoyZH13_13G272200.m1	KEGG:R03876
SoyZH13_13G272200	SoyZH13_13G272200.m2	KEGG:R03876
SoyZH13_13G275100	SoyZH13_13G275100.m1	KEGG:R02302
SoyZH13_13G275100	SoyZH13_13G275100.m2	KEGG:R02302
SoyZH13_13G275100	SoyZH13_13G275100.m3	KEGG:R02302
SoyZH13_13G275100	SoyZH13_13G275100.m4	KEGG:R02302
SoyZH13_13G275100	SoyZH13_13G275100.m5	KEGG:R02302
SoyZH13_13G276300	SoyZH13_13G276300.m1	KEGG:R00104
SoyZH13_13G276600	SoyZH13_13G276600.m1	KEGG:R02453
SoyZH13_13G276700	SoyZH13_13G276700.m1	KEGG:R02453
SoyZH13_13G277000	SoyZH13_13G277000.m1	KEGG:R03817
SoyZH13_13G278400	SoyZH13_13G278400.m1	KEGG:R08199
SoyZH13_13G278400	SoyZH13_13G278400.m2	KEGG:R08199
SoyZH13_13G278400	SoyZH13_13G278400.m3	KEGG:R08199
SoyZH13_13G278400	SoyZH13_13G278400.m4	KEGG:R08199
SoyZH13_13G278400	SoyZH13_13G278400.m5	KEGG:R08199
SoyZH13_13G280401	SoyZH13_13G280401.m1	KEGG:R03532
SoyZH13_13G280401	SoyZH13_13G280401.m2	KEGG:R03532
SoyZH13_13G280401	SoyZH13_13G280401.m3	KEGG:R03532
SoyZH13_13G280402	SoyZH13_13G280402.m1	KEGG:R03532
SoyZH13_13G281400	SoyZH13_13G281400.m1	KEGG:R03876
SoyZH13_13G282100	SoyZH13_13G282100.m1	KEGG:R01325
SoyZH13_13G282700	SoyZH13_13G282700.m2	KEGG:R01715
SoyZH13_13G283000	SoyZH13_13G283000.m2	KEGG:R03876
SoyZH13_13G283000	SoyZH13_13G283000.m3	KEGG:R03876
SoyZH13_13G283500	SoyZH13_13G283500.m1	KEGG:R00630
SoyZH13_13G284000	SoyZH13_13G284000.m1	KEGG:R03532
SoyZH13_13G284400	SoyZH13_13G284400.m1	KEGG:R03876
SoyZH13_13G284700	SoyZH13_13G284700.m1	KEGG:R03738
SoyZH13_13G286200	SoyZH13_13G286200.m1	KEGG:R03876
SoyZH13_13G286300	SoyZH13_13G286300.m1	KEGG:R03876
SoyZH13_13G288500	SoyZH13_13G288500.m1	KEGG:R06948
SoyZH13_13G289000	SoyZH13_13G289000.m1	KEGG:R01152
SoyZH13_13G293600	SoyZH13_13G293600.m1	KEGG:R01384
SoyZH13_13G293600	SoyZH13_13G293600.m2	KEGG:R01384
SoyZH13_13G293600	SoyZH13_13G293600.m3	KEGG:R01384
SoyZH13_13G296100	SoyZH13_13G296100.m1	KEGG:R01616
SoyZH13_13G297500	SoyZH13_13G297500.m1	KEGG:R03876
SoyZH13_13G299300	SoyZH13_13G299300.m1	KEGG:R08689
SoyZH13_13G299300	SoyZH13_13G299300.m2	KEGG:R08689
SoyZH13_13G299500	SoyZH13_13G299500.m1	KEGG:R02061
SoyZH13_13G299600	SoyZH13_13G299600.m1	KEGG:R03876
SoyZH13_13G299600	SoyZH13_13G299600.m2	KEGG:R03876
SoyZH13_13G299600	SoyZH13_13G299600.m3	KEGG:R03876
SoyZH13_13G302600	SoyZH13_13G302600.m1	KEGG:R03876
SoyZH13_13G302600	SoyZH13_13G302600.m2	KEGG:R03876
SoyZH13_13G302600	SoyZH13_13G302600.m3	KEGG:R03876
SoyZH13_13G307100	SoyZH13_13G307100.m1	KEGG:R01384
SoyZH13_13G307100	SoyZH13_13G307100.m2	KEGG:R01384
SoyZH13_13G307100	SoyZH13_13G307100.m3	KEGG:R01384
SoyZH13_13G307100	SoyZH13_13G307100.m4	KEGG:R01384
SoyZH13_13G307202	SoyZH13_13G307202.m1	KEGG:R03876
SoyZH13_13G307202	SoyZH13_13G307202.m2	KEGG:R03876
SoyZH13_13G308200	SoyZH13_13G308200.m1	KEGG:R03876
SoyZH13_13G308200	SoyZH13_13G308200.m2	KEGG:R03876
SoyZH13_13G308200	SoyZH13_13G308200.m3	KEGG:R03876
SoyZH13_13G308700	SoyZH13_13G308700.m1	KEGG:R01015
SoyZH13_13G308700	SoyZH13_13G308700.m2	KEGG:R01015
SoyZH13_13G310700	SoyZH13_13G310700.m1	KEGG:R03876
SoyZH13_13G312900	SoyZH13_13G312900.m1	KEGG:R03876
SoyZH13_13G315200	SoyZH13_13G315200.m1	KEGG:R01616;KEGG:R03532
SoyZH13_13G315600	SoyZH13_13G315600.m1	KEGG:R02985
SoyZH13_13G315800	SoyZH13_13G315800.m1	KEGG:R03876
SoyZH13_13G315800	SoyZH13_13G315800.m2	KEGG:R03876
SoyZH13_13G315800	SoyZH13_13G315800.m3	KEGG:R03876
SoyZH13_13G317400	SoyZH13_13G317400.m1	KEGG:R03738
SoyZH13_13G318400	SoyZH13_13G318400.m1	KEGG:R03532
SoyZH13_13G323600	SoyZH13_13G323600.m2	KEGG:R00004
SoyZH13_13G326700	SoyZH13_13G326700.m1	KEGG:R00214;KEGG:R00216
SoyZH13_13G334900	SoyZH13_13G334900.m1	KEGG:R00630
SoyZH13_13G334900	SoyZH13_13G334900.m2	KEGG:R00630
SoyZH13_13G334900	SoyZH13_13G334900.m3	KEGG:R00630
SoyZH13_13G334900	SoyZH13_13G334900.m4	KEGG:R00630
SoyZH13_13G334900	SoyZH13_13G334900.m5	KEGG:R00630
SoyZH13_13G334900	SoyZH13_13G334900.m6	KEGG:R00630
SoyZH13_13G343700	SoyZH13_13G343700.m1	KEGG:R01616
SoyZH13_13G343700	SoyZH13_13G343700.m2	KEGG:R01616
SoyZH13_14G003500	SoyZH13_14G003500.m1	KEGG:R03220
SoyZH13_14G004000	SoyZH13_14G004000.m1	KEGG:R03876
SoyZH13_14G004600	SoyZH13_14G004600.m1	KEGG:R00103
SoyZH13_14G004600	SoyZH13_14G004600.m2	KEGG:R00103
SoyZH13_14G005800	SoyZH13_14G005800.m1	KEGG:R02820
SoyZH13_14G009200	SoyZH13_14G009200.m1	KEGG:R00948
SoyZH13_14G010700	SoyZH13_14G010700.m1	KEGG:R00966
SoyZH13_14G010700	SoyZH13_14G010700.m2	KEGG:R00966
SoyZH13_14G010700	SoyZH13_14G010700.m3	KEGG:R00966
SoyZH13_14G010700	SoyZH13_14G010700.m4	KEGG:R00966
SoyZH13_14G012701	SoyZH13_14G012701.m1	KEGG:R00103
SoyZH13_14G013600	SoyZH13_14G013600.m1	KEGG:R00630
SoyZH13_14G013600	SoyZH13_14G013600.m2	KEGG:R00630
SoyZH13_14G013700	SoyZH13_14G013700.m1	KEGG:R00630
SoyZH13_14G013800	SoyZH13_14G013800.m1	KEGG:R00586
SoyZH13_14G017700	SoyZH13_14G017700.m1	KEGG:R01931
SoyZH13_14G017700	SoyZH13_14G017700.m2	KEGG:R01931
SoyZH13_14G018600	SoyZH13_14G018600.m1	KEGG:R00630
SoyZH13_14G018800	SoyZH13_14G018800.m1	KEGG:R01931
SoyZH13_14G019100	SoyZH13_14G019100.m1	KEGG:R01397
SoyZH13_14G019100	SoyZH13_14G019100.m2	KEGG:R01397
SoyZH13_14G021700	SoyZH13_14G021700.m1	KEGG:R07606
SoyZH13_14G021700	SoyZH13_14G021700.m2	KEGG:R07606
SoyZH13_14G021700	SoyZH13_14G021700.m3	KEGG:R07606
SoyZH13_14G021700	SoyZH13_14G021700.m4	KEGG:R07606
SoyZH13_14G021700	SoyZH13_14G021700.m5	KEGG:R07606
SoyZH13_14G021700	SoyZH13_14G021700.m6	KEGG:R07606
SoyZH13_14G021700	SoyZH13_14G021700.m7	KEGG:R07606
SoyZH13_14G021700	SoyZH13_14G021700.m8	KEGG:R07606
SoyZH13_14G021700	SoyZH13_14G021700.m9	KEGG:R07606
SoyZH13_14G024200	SoyZH13_14G024200.m1	KEGG:R00351
SoyZH13_14G025201	SoyZH13_14G025201.m1	KEGG:R06354
SoyZH13_14G025800	SoyZH13_14G025800.m1	KEGG:R00162
SoyZH13_14G025800	SoyZH13_14G025800.m2	KEGG:R00162
SoyZH13_14G025800	SoyZH13_14G025800.m3	KEGG:R00162
SoyZH13_14G025800	SoyZH13_14G025800.m4	KEGG:R00162
SoyZH13_14G025800	SoyZH13_14G025800.m5	KEGG:R00162
SoyZH13_14G028800	SoyZH13_14G028800.m1	KEGG:R02003;KEGG:R02061
SoyZH13_14G028800	SoyZH13_14G028800.m2	KEGG:R02003;KEGG:R02061
SoyZH13_14G030000	SoyZH13_14G030000.m1	KEGG:R03899;KEGG:R09074;KEGG:R09076;KEGG:R09077
SoyZH13_14G030800	SoyZH13_14G030800.m1	KEGG:R01201
SoyZH13_14G030800	SoyZH13_14G030800.m2	KEGG:R01201
SoyZH13_14G030800	SoyZH13_14G030800.m3	KEGG:R01201
SoyZH13_14G031500	SoyZH13_14G031500.m1	KEGG:R02453
SoyZH13_14G031500	SoyZH13_14G031500.m2	KEGG:R02453
SoyZH13_14G034000	SoyZH13_14G034000.m1	KEGG:R01360
SoyZH13_14G034200	SoyZH13_14G034200.m1	KEGG:R01360
SoyZH13_14G034200	SoyZH13_14G034200.m2	KEGG:R01360
SoyZH13_14G034200	SoyZH13_14G034200.m3	KEGG:R01360
SoyZH13_14G036500	SoyZH13_14G036500.m1	KEGG:R03876
SoyZH13_14G036500	SoyZH13_14G036500.m10	KEGG:R03876
SoyZH13_14G036500	SoyZH13_14G036500.m11	KEGG:R03876
SoyZH13_14G036500	SoyZH13_14G036500.m12	KEGG:R03876
SoyZH13_14G036500	SoyZH13_14G036500.m13	KEGG:R03876
SoyZH13_14G036500	SoyZH13_14G036500.m14	KEGG:R03876
SoyZH13_14G036500	SoyZH13_14G036500.m15	KEGG:R03876
SoyZH13_14G036500	SoyZH13_14G036500.m2	KEGG:R03876
SoyZH13_14G036500	SoyZH13_14G036500.m3	KEGG:R03876
SoyZH13_14G036500	SoyZH13_14G036500.m4	KEGG:R03876
SoyZH13_14G036500	SoyZH13_14G036500.m5	KEGG:R03876
SoyZH13_14G036500	SoyZH13_14G036500.m6	KEGG:R03876
SoyZH13_14G036500	SoyZH13_14G036500.m7	KEGG:R03876
SoyZH13_14G036500	SoyZH13_14G036500.m8	KEGG:R03876
SoyZH13_14G036500	SoyZH13_14G036500.m9	KEGG:R03876
SoyZH13_14G038000	SoyZH13_14G038000.m1	KEGG:R04462;KEGG:R04537
SoyZH13_14G038800	SoyZH13_14G038800.m1	KEGG:R06983
SoyZH13_14G040000	SoyZH13_14G040000.m1	KEGG:R02082
